target,subject
0,Tip of the
0,[Spambayes] test sets?
0,[SAdev] 2.40: ready for release?
0,Re: New Sequences Window
0,A biblical digression
0,"""rssflowersalignright""I've gotten to know Phil Ringalda over the last few w"
1,Shape up for summer now
1,Foreign Currency Trading Report
0,Re: The case for spam
1,Phone service 2968ZuyW7-202zTVW0499-20
0,Re: sed /s/United States/Roman Empire/g
1,[ILUG] Discount Fags
0,New exam fury puts Morris's job in danger
0,"Re: [VulnWatch] Foundstone Labs Advisory - Information Leakage in Orinoco and Compaq Access Points On Friday, August 9, 2002, at 11:12 AM, Foundstone Labs wrote: > An information leakage vulnerability exists in Orinoco and Compaq OEM > access points, disclosing the unique SNMP community string. As a result, > an attacker can query the community string and gain the ability to > change system configuration including Wired Equivalent Privacy (WEP) > keys and Domain Name Service (DNS) information. I think this is missing the point a bit... Yes, you can query the SNMP community string... And yes, it's the default PW (not to mention the ESSID and last 5 characters of the default WEP key...) But they're all easily changed, and indeed, it is highly recommended to do so in the manual. Anyone who changes the default settings would not be vulnerable to this particular SNMP probe. Of course, you can't account for end user stupidity, but that's beyond the scope of this advisory. ;) > Vendor"
1,Fw: NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99! 1104
0,[SACVS]
1,Financial Opportunity [6bftc]
0,brimful of...
1,Got Cash? If Not You Will! 7909AENW6-308hrpj0402jbd-23
1,"New Improved Fat Burners, Now With TV Fat Absorbers!"
1,Fwd: Accepting Credit Cards (Faq) [suhdn]
1,Porn P.O.: Your 10 free pictures are here!
1,[Avfs] Romanian Software Production & Export
0,Comics Journal interviews Ted Rall
1,Feeling fat?
0,Re: Exmh && speed
0,Re: Working My_Mark2CurSeen
1,"Two Weeks To $3,500 Cash..."
0,Re: flavor cystals
1,Gain Major Cash
1,GREAT News for Men! NEW Breakthrough!
0,Catching up
0,[ILUG] Network problems
0,"Re: scan bug: no update after Pick's ""New FTOC"""
1,Hello ! 097-3
0,Linux Software RAID Fun
0,Re: http://apt.nixia.no/
0,asynchronous I/O (was
0,Sourceforge sells out
0,[ILUG] gnome2
0,[ILUG] Openssh FYI.
1,Finally collecct your judgment (71733)
0,Re: Encryption approach to secure web applications
0,Rats' intestines and pigs' teeth
0,[zzzzteana] Lioness adopts fifth antelope
0,Re: Computational Recreations
0,Heh heh heh -- Geekmod!
0,Re: This little domain went to China....
1,Don't Be a Victim protect your Laptop
0,RE: Goodbye Global Warming
1,#$ Highly Targeted Email List!
0,Re: One scam to rule them all..
0,Re: CD player UI for toddlers
0,[Razor-users] Bug ... still
0,Re: [SAtalk] Tru64 compile of SA
0,[use Perl] Stories for 2002-09-24
0,[VulnWatch] Pablo Sofware Solutions FTP server Directory Traversal Vulnerability
0,Now heavily medicated
0,Re: [ILUG] sysctl.conf
1,Congratulations on Your 6 New Signups
0,Pics and thanks
0,Re: [SAtalk] Too funny
1,35% Lifetime Renewals - Unbeatable Product!
0,[Spambayes] understanding high false negative rate
0,Re: [Razor-users] Stripping the SpamAssassin report
0,send failed on enclosed draft
1,REQUEST FOR MUTUALLY BENEFITTING ENDEAVOUR.
0,Re: [VoID] a new low on the personals tip...
0,Toward Mac OS XX
0,Re: [Razor-users] razor unblessed reference
1,Never pay for the goodz again (8SimUgQ)
0,[SAtalk] updating SA
1,Need a Lawyer?
0,Re: [SAdev] fully-public corpus of mail available
0,Re: [ILUG] hard- vs. soft-links [was: How to copy some files ]
1,Rape!!.
1,Get EZ Internet Privacy for peace of mind.
1,New Insurance Product - No Competition
1,College Coeds 2915
1,Spam Alert Issue
0,Pluck and Luck
1,What dreams are made of!
0,"West Nile vaccine ""in three years"""
1,An Invitation from Lisa@freightmart.com
0,Stark raving sane
0,Re: [SAtalk] Highest-scoring false positive
0,Re[2]: The absurdities of life.
0,Re: PATCH (was:
0,Apt 0.3 and 0.5
0,Re: How unlucky can you get?
0,Re: [ILUG] Time sync on dialup
1,Is Your Mortgage Payment too HIGH?? We Can Help!!
0,[SACVS]
0,Re: [zzzzteana] FWD (TLCB) Jimmy
1,I Can't Wait Anymore!
0,Re: Imap servers that support the MH folder/file standards
1,fwd: NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99 7126kyiK0-697yFCQ4277rqZm-24
0,Re: Gnome 2
0,[SAdev] [Bug 1012] negate directive addition
0,[Spambayes] Maybe change X-Spam-Disposition to something else...
0,Re: Java is for kiddies
0,Re: [Razor-users] can't find Razor/Client.pm
1,Clean your Bad Credit ONLINE? 14010
1,"Outstanding Opportunities for ""Premier Producers"""
0,[Ximian Updates] Ximian Security Updates
0,RE: [ILUG] Dell GX260 V Redhat 7.3
0,POLICY
1,Collect Your Money!
0,Re: Ximian apt repos?
1,found a secret link ADV
1,New Version 7: Uncover the TRUTH about ANYONE!
0,netatalk-1.5.5-1rh7
1,Harvest lots of E-mail addresses quickly !
1,Got a Mortgage? 6.25 30 yr Fixed Free Instant Quote djf
1,(no subject)
0,Re: The GOv gets tough on Net Users.....er Pirates..
0,"Re: Mossberg on 'ChoiceMail': ""In my tests, it cut my spam to zero."""
0,[SACVS]
1,Copy DVD's to regular CD-R discs and watch on your DVD Player.d7l7
0,Re: [SAdev] 2.40 RELEASE
1,Tired of paying big bucks for cable
0,Re: Asteroids anyone ?
1,"$250,000... as low as $6.50 per month. edahx When America's top companies compete for your business, you win. In today's world, it's important to expect the unexpected. When preparing for the future, we must always consider our family. To plan for your family's future, the right life insurance policy is a necessity. But who wants to pay too much for life insurance? Let us help you find the right quote, quickly and easily... Compare your coverage... $250,000... as low as $6.50 per month. $500,000... as low as $9.50 per month. $1,000,000... as low as $15.50 per month. http://quotes.readyserve21.com/sure_quote/LF06-237600/ Take a moment. Let us show you that we are here to save time, and money. Receive up to 15 quotes in seconds. http://quotes.readyserve21.com/sure_quote/LF06-237600/ Click here to delete your address from future updates. http://quotes.readyserve21.com/sure_quote/rm/"
0,[use Perl] Headlines for 2002-09-04
1,Gas Prices To High We can Help 6302ldl6
1,Urgent Business
1,Sickest Bitches.
0,Re: What's cool about doing nothing
1,Get Your American Green Card - Now Online
0,"[SAdev] [Bug 1049] Pathname for ""triplets.txt"" is incorrect."
0,Re: Re[2]: Bukkake
0,Re: [ILUG] relating data from 2 ascii files ?
1,"yyyy,Help 4 Health Newsletter"
1,Attn: NORTON SYSTEMWORKS 2002 BLOWOUT! QHZHC
0,Re: [Razor-users]
0,"Rambus, Man"
0,Re: [SAtalk] 2.42: est release?
0,Re: Another sequences window nit
0,Re: Anolther sequence related traceback
1,Toners and inkjet cartridges for less.... CTLOSJV
0,Re: making rpms from already-compiled source trees
0,Gecko adhesion finally sussed.
0,RE: Re[2]: Selling Wedded Bliss (was
0,Re: [ILUG-Social] Completely silent pc
1,Get The BEST PRICE on Your Next CAR!
0,Re: It's a small world
0,[SAtalk] RBL timed oiut and Spam Assassin killed
0,[SAtalk] spamd can't find...
0,100 not safe for work pics for chicks. WEENERS.
1,Wall Street's dirty little secret ...
1,RE: YOUR financial SECURITY ! High PRIORITY !
0,Re: [zzzzteana] Free Web Hosting?
0,Re: results for giant mass-check (phew)
1,=?big5?Q?=A6n=C5=A5=A3x=AD=B5=BC=D6=B0e=B5=B9=A7A?=
0,Re: dumb question: X client behind a firewall?
0,Re: gentoo 0.11.31 relased...
1,Hello lanigel Free Teen Action!
0,Re:
0,Promises.
0,[SAtalk] SA CGI Configurator Scripts
0,Re[2]: So I missed this one...
0,NYTimes.com
1,MSNBC: Rates Hit 18 year Low 4.75% ...26666
0,Re: [ILUG] Newbie seeks advice - Suse 7.2
0,Re: bad focus/click behaviours
0,[VulnWatch] Foundstone Labs Advisory - Information Leakage in Orinoco and Compaq Access Points
1,You're Paying Too Much
0,/home/dude
0,[WM] Exclude pages from site map
0,Re: Python 2.2 site libs?
0,[ILUG] dial-on-demand
1,Did you complete this?
0,"Re: dylsexics of the wrold, untie!"
1,DONYA Photo's 23758
0,[Spambayes] All but one testing
0,Re: [Baseline] Raising chickens the high-tech way
0,"[SAtalk] Reject, Blackhole, or Fake No-User?"
0,Re: The GOv gets tough on Net Users.....er Pirates..
1,[scoop] ....It is not my fault. .- vwiid
1,Teach and Grow Rich
1,RE: Information that you have requested 19275
1,If You Own A Cell Phone......Please Read..... 26930
0,Re: Anolther sequence related traceback
1,SWEET SMELL OF SUCCESS
0,Re: EBusiness
0,Re: Hanson's Sept 11 message in the National Review
0,[Spambayes] test sets?
0,Re: [zzzzteana] Illusionist emerges after 24 hours underwater
0,JJB Sports chief found hanged
0,Re: Pluck and Luck
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling"
1,15 Ways to Collect on a Life Policy
0,Re: ALSA (almost) made easy
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,Re: [ILUG] How to copy some files
0,Toy otaku heaven
1,breaking news: e-mail & fax marketing works
0,Fuzzy Math
0,[use Perl] Headlines for 2002-09-10
1,Reduce Travel Costs
0,Re: Java is for kiddies
1,=?ISO-2022-JP?B?GyRCTCQ+NUJ6OS05cCIoPF5HLiEqPVAycSQkJE45LT5sGyhC?=
0,Re: [Baseline] Raising chickens the high-tech way
0,Re: [SAtalk] spamc -c problems on 2.41?
0,Carcooning
1,ADV: Harvest lots of E-mail addresses quickly !
0,Re: [ILUG] How to copy some files
0,Re: Are bad developer libraries the problem with M$ software?
0,A Watched Server Never Breaks
1,Partnership.
0,Re: [SAdev]
0,[zzzzteana]
1,Custom Software Development Services Available Right Now..
0,Janis Ian interviewed on Slashdot
0,Test Test ignore <eom>
0,Giant Congo hydroelectric project is a 'betrayal'
0,RE: CO2 and climate (was
1,[ILUG] re: popular .BIZ and .COM extensions for only $14.95
0,3 IIU admin request(s) waiting
1,Re: You want sex? 7099ocYT9-261UccU3485gGCz0-11-27
0,Re: [zzzzteana] The Cafe Forteana is back online!!!
0,[ILUG] web amusements...
0,Re: Goodbye Global Warming
0,apt-get problem ?
1,Internet News Feeds for Executives dfvht
1,6 Figures from homeYLWLNMAN
1,Your $1365 Welcome Bonus is waiting for You!!
0,Re: rpm-zzzlist@freshrpms.net
0,[zzzzteana] Betamax finally laid to rest
1,[ILUG] enter Chinese market
1,CDR: Lowest Rates Available. gjannsxrwg
1,Make you look and feel 20 YEARS YOUNGER!18861
0,RE: Re[2]: Selling Wedded Bliss (was
0,Horror writers against illiteracy
0,Re: [zzzzteana] Nothing like mama used to make
0,Re: Slaughter in the Name of God
1,"~Beautiful,Custom Websites $359 Complete! (or yours re-designed) (6320cUmF1-704zRjD7955@20)"
0,Re: [ILUG] Alan Cox doesn't like 2.5 so far!
1,Top Quality Web Hosting - CHEAP!
0,Gecko adhesion finally sussed.
1,!CLICK HERE! How to legally access criminal and other governmental records!
0,Re: JPEGs patented
0,"Great DVD interaction tool, probably illegal"
0,Scripting News Update
1,18cent long distance conference calls
0,"Flying cars here, jetpacks next?"
0,Re: Apple Sauced...again
0,Re: [SAtalk] Getting yourself removed from spam lists
1,Lose Inches & Pounds With Powerful HGH Product!!
0,Re: [Razor-users] report and revoke the same message
1,HELLO $NAME
1,Get the Child Support You Deserve 10.124
1,Expand Your Business! [lzgsy]
0,"RE: Our friends the Palestinians, Our servants in government."
0,TheThresher
0,Re: Goodbye Global Warming
0,Re: Another bug
0,Re: [ILUG] hard- vs. soft-links [was: How to copy some files ]
1,Z-app the Competition with Roster
0,Re: Ximian apt repos?
0,Food 'cancer chemical' reaction identified
1,9% Commission on MYG Annuities
1,Clean your credit right from your computer! 6486
1,We Build The Internet. WebXperts.com (Design / Programming / Consultation)
0,[Spambayes] can't write to CVS...
0,"Re: ARRRGHHH Had GPG working, now it doesnt."
0,Re: sed /s/United States/Roman Empire/g
0,Re: [ILUG] 3c509 & 2.4.19 problems - SUMMARY
0,[SAdev] [Bug 1052]
1,I'm ready to bare for you!
0,[SAtalk] Having a problem
1,"yyyy,Do You Know the HGH Differences ?"
1,Discount Smokes
0,Re: Sorting
1,"CDR: Friend, Companies are giving away FREE CARS!"
1,"Friend,Instantly Copy ANY DVD or Playstation Game with this software......"
0,Record industry defends practices to Senate
1,THIS ONE WORKS
0,More on promiscuity and word choice
0,Parallels
1,Huge natural tits
1,67% of Women Say They are Unhappy CPBXQ
0,Bugbear email steals card data
1,Triple Your Index Annuity Sales
0,Re: CVS report
0,[ILUG] Modem Problems
1,none
1,Do you need a second MORTGAGE? 22956
0,Re: [SAtalk] Badly Formatted Spam Report in HTML spam
0,Human-chimp DNA difference trebled
1,"ADV: Lowest life insurance rates available! moode Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://www.newnamedns.com/termlife/ Representing quality nationwide carriers. Act now! --------------------------------------- To easily remove your address from the list, go to: http://www.newnamedns.com/stopthemailplease/ Please allow 48-72 hours for removal."
1,"ADV: Extended Auto Warranties Here dhzbj Protect your financial well-being. Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote. http://www.newnamedns.com/warranty/ Car troubles always seem to happen at the worst possible time. Protect yourself and your family with a quality Extended Warranty for your car, truck, or SUV, so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles. Buy DIRECT! Our prices are 40-60% LESS! We offer fair prices and prompt, toll-free claims service. Get an Extended Warranty on your car today. Warranty plan also includes: 1) 24-Hour Roadside Assistance. 2) Rental Benefit. 3) Trip Interruption Intervention. 4) Extended Towing Benefit. CLICK HERE for a FREE no obligation quote. http://www.newnamedns.com/warranty/ --------------------------------------- To easily remove your address from the list, go to: http://www.newnamedns.com/stopthemailplease/ Please allow 48-72 hours for removal."
0,Re: Snag Ware
1,Save Money! Refinance Now!!! szfdk
0,RE: [Razor-users] What's wrong with the Razor servers now?
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
1,Honest Family Oriented Home based business with residual income on the net. Get involved! anvx
1,[ILUG] assistance needed
1,"How to get 10,000 FREE hits per day to any website"
0,RE: [ILUG] BBC suggest using Linux over MS software
1,CDR: You Only THINK You're U.S. Citizen!! 8403ZmSX2-110-12
0,IP: The FCC NPRM on the Broadcast Flag
1,Get $100 Free - Beat the House at Royal Vegas!
0,Re: [Razor-users] What's wrong with the Razor servers now?
0,customising FTOC display for specific folders...
0,Re: Entrepreneurs
0,"Re: ARRRGHHH Had GPG working, now it doesnt."
1,CDR: Free MP3 Player - Listen To Great Books!
0,Skinny Acoustic Bass
0,[use Perl] Stories for 2002-09-04
0,Re: [zzzzteana] The Cafe Forteana is back online!!!
0,Re: [ILUG] When is a wav not a wav?
1,-> IN THE NEWS TODAY <----
1,Obtain a diploma from your home/office !!! swi
0,[Spambayes] test sets?
1,"CDR: Maintenance Tracking/Scheduling Software, $1495"
1,Pru Life's UL Portfolio Rocks
1,CDR: Want to Make a million!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,Free money
1,Horny?..Stop Paying for Porn - 12 Free Passes
1,Herbal Viagra 30 day trial... ONCXBV
0,Animated existentialism
1,Collect Your Money!
0,RE: [SAtalk] Getting yourself removed from spam lists
0,Re: Ximian apt repos?
0,[Ximian Updates] Hyperlink handling in Gaim allows arbitrary code to be executed
0,Re: http://apt.nixia.no/
1,You Need Full Disclosure!
0,"Re: Mossberg on 'ChoiceMail': 'In my tests, it cut my spam to zero.'"
0,Installing RPM
1,Re: my pic
0,"QOTD: Cigarettes, fast food, beer."
0,Re: New Sequences Window
0,Re: [SAtalk] PerMsgStatus.pm error?
0,Skateboarder drives-through Subway. With his face
0,"300,000 exams to be reviewed"
0,Re: use of base image / delta image for automated recovery from attacks
0,[zzzzteana] Lincs lizard
0,"[ILUG] mysql, C++ & [L]GPL"
0,Re: [ILUG] cdrecord + 2.4.19 = hard-lock
0,Re: Pics and thanks
0,hi
0,Re: HD/ID: High-Def Independence Day
1,[ILUG-Social] URGENT ASSISTANT NEEDED
0,Re: problems with 'apt-get -f install'
1,Hey :) 9576
0,Re: New Sequences Window
0,[Razor-users]
0,Re: JPEGs patented
0,Re: So I missed this one...
0,Re: The Great Power-Shortage Myth
0,Re: Dinosaurs Eggs and the Origins of Good and Evil
0,[SAdev] [Bug 805] Razor2 lookups don't work
0,Re: [Baseline] Raising chickens the high-tech way
0,[Spambayes] XTreme Training
0,Re: David
0,[Spambayes] XTreme Training
0,Fwd: Re[2]: AA Meetings the Hottest Place to Meet Women With Big Bucks
0,[Spambayes] hammie.py vs. GBayes.py
1,An Information
0,[use Perl] Stories for 2002-07-20
1,Defense Stocks -----> only Safe Bet in War Economy
0,Re: TCPA and
0,[IIU] spyware calling home?
1,"Earn 6 figures in 90 days, No Cost Information,"
1,EMAIL LIST - 100 MILLION ADDRESSES $79
0,A matter of opinion
1,6% AVG Guaranteed for 5 Years
0,Re: alsa-driver.spec tweak for homemade kernels
1,"Hi, Low price inkjet cartridges bvax"
0,Re: [ILUG] Serial number in hosts file
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Fw: Everybody (null)... again!
1,Special Investor update.
1,HARDCORE SEX & ORGIES!!!
1,new extensions now only $14.95 (8551IaSm@8)
1,Make your prints beautiful & SAVE BIG! OYDQH
1,Re: Does Your Bank Account Have Room For More Money? 14249
1,You're Invited!
0,RE: [zzzzteana] Moon over ocean
0,Re: Spam spam spam
0,E-Textiles Come into Style
0,Artist
0,Re: W3C approves HTML 4 'emotitags' [...]
0,Re: [SAdev] Suggestion - 2 levels of Spam Status
0,Re: Shatter Attacks - How to break Windows
1,THE BIBLE ON CD-ROM ..1948
0,Re: when building a rpm i386-redhat-linux- is appended to man page
0,Re: Apple Sauced...again
0,Re: [ILUG] TMDA (WAS --> slashdot EW Dijkstra humor]
1,Lose 16 Pounds In 10 Days GUARANTEED!!! 13365
0,Re: Asteroids anyone ?
0,Re: [Razor-users] unsubscribe
0,Re: Linking message [was:
0,"Economist: Internet models, viral spread, social diseases"
1,[ILUG] DEAL
1,Hello closr ! PERSONAL PRIVACY IS JUST A CLICK AWAY
0,RE: [Razor-users]
0,Re: Wear Sunscreen
1,Lose Inches & Pounds With Powerful HGH Product!!
1,Increase sexual energy - Reduce body fat!16548
0,Re: Electric car an Edsel...
0,Re: Quick php advice needed :-)
1,Huge natural tits
1,Re: Super CHARGE your desktop or laptop today! 17639
0,[use Perl] Stories for 2002-08-09
1,ADV: Extended Auto Warranty -- even older cars... pobiv
1,[ILUG-Social] Claim Your $25 Kmart Gift Card
0,[ILUG] FAT undelete on linux ?
0,Re: sylpheed-claws
0,Re[2]: Selling Wedded Bliss (was
1,"Great prices on laser toner cartridges for printers, copiers, and faxes .... Guaranteed"
0,[ILUG] Can I be added to your email distribution lists?
0,Re: [VoID] a new low on the personals tip...
1,don't Pay another monthly Bill until you read thisDGSRW
1,Toners and inkjet cartridges for less.... NOAZ
0,A Living Memorial
1,Lenders WILL COMPETE for your mortgage IVX
1,Market Internet Access - No Investment Needed
0,Re: [Razor-users]
1,Joke-Of -The- Day
0,Re: Pango problems
0,Re: DVD+RW tools available (Was:
0,Re: Selling Wedded Bliss (was
0,Re: [SAdev] phew!
0,gaim official rpm repository
1,Re: new page
1,CDR: Take Action Immediately or Miss Out.
0,Re: IWT Bans RIAA From Accessing Its Network
0,New iBooks and PowerBooks
0,RE: [Razor-users] Razor with sendmail
1,private
1,Preferred Non-Smoker Rates for Smokers
0,Re: [SAdev]
1,re: domain registration savings
1,CDR: live SEX SHOWS
0,Marriage makes both sexes happy
0,RE: AA Meetings the Hottest Place to Meet Women With Big Bucks
1,"The Government Grants you $25,000!"
1,Hottest babes! 4139YAEk3--9
0,Re: [ILUG] hwclock
0,Internet Defamation Suit Ends With Defense Verdict
0,Re: [ILUG] Cobalt question
0,RE: [ILUG] 3c509 & 2.4.19 problems - SUMMARY
0,Born to be wild - then shot
0,Critical breast cancer gene identified
0,Re: [ILUG]
1,The DEBT-$AVER Program SKYXTGM
1,Congrats! Here are your 2 Free Airline Tickets
0,3 IIU admin request(s) waiting
0,Re: Asteroids anyone ?
0,RE: Hanson's Sept 11 message in the National Review
0,Re[4]: A moment of silence for the First Amendment (fwd)
0,Re: [SAtalk] Highest-scoring false positive
0,REQ: Beast/BSE
0,Man dies as whale lands on boat
0,Giant otter statue to be built
0,Re: DVD+RW tools available (Was:
0,Re: [SAtalk] Highest-scoring false positive
1,Shipment Status
0,Some Quickies. Lots of 'em. Something for everyone.
0,Re: POLICY
1,"fork,Your HGH Request!"
0,Re: Working My_Mark2CurSeen
1,Internet ve Para
0,Re: bad focus/click behaviours
0,Re: [ILUG] Newbie seeks advice - Suse 7.2
0,RE: Gecko adhesion finally sussed.
0,Re: The MIME information you requested (last changed 3154 Feb 14)
0,Re: gentoo 0.11.31 released...
0,[IMG: http://radio.weblogs.com/0001015/images/2002/09/25/uncSamMedium.gif (
1,asap
0,Re: Entrepreneurs
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,Re: [ILUG] Secure remote file access
0,The Roacheteer? Jonny Roachpack?
0,Re: use of base image / delta image for automated recovery from attacks
1,Production Mini-plants in mobile containers. Co-investment Program
0,NYTimes.com
0,Er
0,Bike Bits
0,Re: bad focus/click behaviours
1,"$250,000 for only $6.50 per month. qkdjtqsscr When America's top companies compete for your business, you win. In today's world, it's important to expect the unexpected. When preparing for the future, we must always consider our family. To plan for your family's future, the right life insurance policy is a necessity. But who wants to pay too much for life insurance? Let us help you find the right quote, quickly and easily... Compare your coverage... $250,000... as low as $6.50 per month. $500,000... as low as $9.50 per month. $1,000,000... as low as $15.50 per month. http://getit.hostserve21.com/sure_quote/LF06-237600/ Take a moment. Let us show you that we are here to save time, and money. Receive up to 15 quotes in seconds. http://getit.hostserve21.com/sure_quote/LF06-237600/ Click here to delete your address from future updates. http://getit.hostserve21.com/sure_quote/rm/"
0,Permanent blue skin for silver drinking politician
0,[use Perl] Headlines for 2002-08-15
1,pmgeiser@datacomm.ch
1,confidence
1,How Does Unlimited Free Calling Work?
0,Portillo dig at Blunkett in fringe double act
0,Re: A moment of silence for the First Amendment (fwd)
0,MacOS X (Re: [SAtalk] [OT] Habeas-talk (was: 2.40
1,18cent long distance conference calls
0,Re: Should mplayer be build with Win32 codecs?
0,Re: alsa-driver rebuild fails with undeclared USB symbol
1,pay less interest 3015107654
0,RH 8 no DMA for DVD drive
1,Huge Profits/Prepaid In Advance/Secret Tool 7531
0,[ILUG] Cobalt question
0,Re[2]: Selling Wedded Bliss (was
1,Norton Systemworks 2002 Pro Edition 12399
1,Reach Prospects Competitors Miss
1,Funds Investment
1,FORTUNE 500 WORK AT HOME REPS NEEDED!
1,Copy any DVD Movie.f4y3
0,Re: ALSA (almost) made easy
0,"Re: [zzzzteana] Save the planet, kill the people"
0,Ehiogu fills the Ferdinand gap
0,[ILUG] Digital Cameras
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,John
0,POTW (Was
0,[ILUG-Social] spam...
1,"zzzz,Hello"
1,Sun Hardware 50% off list price
1,Urgent Business
1,investment
0,SecurityFocus Linux Newsletter #92
0,Re: [IIU] Recommendations on phone / pda+phone + European GPRS coverage info.
0,Was child beating mom an enraged con artist?
0,Friends don't let friends swim drunk. Paging Dr. Darwin..
1,Fw: 2 minutes to read what I have to say... p.s. & send it to yyyy@netnoteinc.com
1,"CDR: Friend, Meet over 1 million singles at Date.com"
0,Re: Canadians
0,Sourceforge sells out
0,Re: [ILUG-Social] Doom for Linux
0,Re: gentoo 0.11.31 released...
0,RE: sprint delivers the next big thing??
0,Re: RH 8 no DMA for DVD drive
1,PLEASURE YOUR WOMEN FOR HOURS WITH VIAGRA 6269
0,Re: New testing packages
0,Re: [ILUG] ffs
1,[ILUG-Social] prirodu requiremus social sample
1,Claim a Free $25 Kmart(R) Gift Card!
0,RE: Recommended Viewing
0,Re: New Sequences Window
0,Anacron job 'cron.daily'
0,Blue people of the world unite!
1,Go get em gadgets of 2002 4497VLNz2--9
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
1,Your application is below. Expires July 27.
1,Lowest Mortgage Rates Around
0,Irish Internet Users post from yyyycc@hackwatch.com requires approval
0,Teen dies of starvation after stepfather puts him on a bus and tells him to find his real father
0,Contact lenses 'boost sexual success'
1,-> IN THE NEWS TODAY <----
0,Call this a party?
0,Cypriot leaders in last-ditch attempt at unification
0,OSXCon: Development Lessons from Bare Bones Software
0,Re: Selling Wedded Bliss (was
0,[zzzzteana]
0,Re: [ILUG] Backup solutions
0,[zzzzteana]
1,=?ISO-2022-JP?B?GyRCTCQ+NUJ6OS05cCIoPF5HLiEqPVAycSQkJE45LT5sGyhC?=
0,RSS Critical Mass
0,Re: [Razor-users] Razor and Pine
0,[Spambayes] hammie.py vs. GBayes.py
0,[ILUG]
1,Great Idea for You byrdshot
0,Re: [SAtalk] Multiple regular expression
1,Checking Account update
1,Improved Health AEGJNGKJGW
0,Re: [zzzzteana] Nothing like mama used to make
1,Great Health Benefits
0,Re: [SAtalk] Blocking ?
0,RE: revocation of grlygrl201@
0,The plight of Qadir Fedayee
1,GREAT News for Men! NEW Breakthrough!
0,Re: Java is for kiddies
0,Re: Sorting
1,Build a great future
1,Funds Investment
1,=?big5?Q?=A7A=A6b=B4M=A7=E4=BE=F7=B7|=B6=DC=3F=3F=A5=B4=B6}=A8=D3=AC=DD=AC=DD?=
1,"The ""Business-Owner Friendly"" Pension Plan"
1,Pay nothing for your conference calls!
1,"Find Peace, Harmony, Tranquility, And Happiness Right Now!"
0,Un
0,RE: [ILUG] [OT] Dell machine giving me hassle.
0,[use Perl] Stories for 2002-09-20
0,[Razor-users] Razor Server Error
1,=?gb2312?q?_=B4=F2=D4=ECMBA?=
0,Re: [ILUG] How to copy some files
0,Re: Mplayer
0,I mean why not
0,[ILUG] C++ and C Mailing Lists for Beginners and Advanced
0,New P2P network funded by US government
0,Re: New Sequences Window
0,[Spambayes] Deployment
1,ADV: Life Insurance - Pennies a day! -- FREE Quote inbeq
1,Do you need a second MORTGAGE? 26828
0,RE: Re[2]: A moment of silence for the First Amendment (fwd)
0,"Trust me on funding, says Brown"
0,Re: [ILUG] mini-itx
0,Re: Gstreamer update
0,"Viridian Note 00324: 911.net Key concepts: ubiquitous computation, emergency relief, Khaki Green, 911.net, Terrorspace, Cradle.net, Battlespace, Prosthetic Ubicomp, SO/HO Ubicomp, Safetyspace, Street.net, Punish.net, Industrial Ubicomp, Ubitopia Attention Conservation"
0,Re: Food bits
0,Re: [ILUG] yast2
0,Two questions
1,ADV: buyers sellers agents loans
1,--> DIRECT MARKETING WILL INCREASE SALES 23875
0,Re: apt 0.5.7 on RH 7.x
0,Re: patent on TMDA-like system
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,Everybody Gets Paid - No Recruiting Needed
0,Headline - Navel gazing wins an Ig Nobel
0,Re: Gstreamer update
1,Half Price Cigarettes and Tobacco
1,Be Your Own Boss!! 32140
0,Re: [SAtalk] help with postfix + spamassassin
0,Re: Oh my...
1,ADV: MCLE Seminars
0,Re: Recommended Viewing
0,Ouch...
0,Re: sed /s/United States/Roman Empire/g
0,'I'm just an idiot'
1,Re: Your VIP Pass
0,Re: Slaughter in the Name of God
0,Ximian apt repos?
1,EASILY Lose Weight / Build Muscle / Reverse Aging!21231
0,Re: bad focus/click behaviours
1,I never sent you this - keep it hush hush! :) XGAB
1,Reading to Children has proven to increase their vocabulary OBUM
0,Re: [ILUG] mirroring on a running system
1,=?big5?Q?=A7K=B6O=B5L=AD=AD=A6=B8=A5=F4=A5=B4=A4=A4=B4=E4=AA=F8=B3~=B9q=B8=DC?=
0,[zzzzteana]
0,Re: [zzzzteana] Bad Buffalo
1,Congratulations hpshum you've won!
1,Do you need a second MORTGAGE? 22956
0,Medieval powers in City trial of strength
0,Portable RPMs
0,Facts about sex.
0,Food bits
